time,x,y,x_tilt,y_tilt,pressure
60907,1008,270,-36,-11,-0.41037
60912,1009,269,-36,-11,-0.410858
60917,1009,269,-36,-11,-0.4133
60922,1010,269,-36,-11,-0.412323
60926,1010,269,-36,-11,-0.408905
60932,1011,268,-36,-11,-0.404984
60938,1011,268,-36,-11,-0.405472
60943,1012,267,-36,-11,-0.400101
60949,1012,266,-36,-11,-0.400589
60949,1013,265,-36,-11,-0.399612
60955,1013,264,-36,-11,-0.397171
60961,1013,264,-36,-11,-0.395706
60966,1013,263,-36,-10,-0.395706
60971,1014,262,-36,-10,-0.397171
60976,1014,261,-36,-10,-0.398636
60982,1014,261,-36,-10,-0.398636
60987,1014,260,-36,-9,-0.398148
60991,1015,259,-36,-9,-0.398636
60996,1015,258,-36,-9,-0.398636
61002,1015,258,-36,-9,-0.399612
61007,1015,257,-36,-9,-0.401077
61011,1015,257,-36,-9,-0.400589
61018,1015,257,-36,-8,-0.401077
61024,1015,256,-36,-8,-0.400589
61028,1015,256,-36,-8,-0.400589
61034,1016,256,-36,-8,-0.400101
61038,1016,255,-36,-8,-0.400589
61043,1016,254,-36,-8,-0.399612
61049,1016,254,-36,-8,-0.399612
61049,1016,253,-36,-8,-0.397659
61055,1016,253,-36,-8,-0.395218
61060,1016,252,-36,-8,-0.393265
61066,1016,252,-36,-8,-0.390823
61071,1016,252,-36,-7,-0.391312
61076,1016,252,-36,-7,-0.392288
61081,1016,251,-36,-7,-0.3918
61087,1016,251,-36,-7,-0.390823
61092,1016,251,-36,-7,-0.388382
61097,1016,250,-36,-7,-0.386917
61103,1016,250,-36,-7,-0.386917
61108,1016,250,-36,-7,-0.386917
61112,1015,250,-36,-7,-0.386429
61118,1015,249,-36,-7,-0.384964
61123,1015,249,-36,-7,-0.383011
61128,1015,249,-36,-7,-0.382523
61133,1015,249,-36,-7,-0.382034
61138,1015,249,-36,-7,-0.381546
61145,1015,249,-36,-7,-0.379105
61155,1015,248,-36,-6,-0.37764
61161,1015,248,-36,-6,-0.375687
61168,1015,248,-36,-6,-0.374207
61173,1015,249,-36,-6,-0.370789
61178,1015,249,-36,-6,-0.366882
61184,1015,249,-36,-6,-0.363464
61189,1015,249,-36,-6,-0.361023
61194,1015,249,-36,-6,-0.361023
61200,1015,250,-36,-6,-0.357605
61204,1015,250,-36,-6,-0.354187
61209,1015,251,-36,-6,-0.352234
61213,1015,251,-36,-6,-0.347839
61219,1015,252,-36,-6,-0.350769
61223,1014,253,-36,-6,-0.344421
61228,1015,254,-36,-6,-0.336594
61233,1015,255,-36,-6,-0.339523
61239,1015,255,-36,-6,-0.343933
61243,1015,256,-36,-6,-0.33757
61248,1015,257,-36,-6,-0.333176
61253,1016,259,-36,-7,-0.33757
61258,1016,260,-36,-7,-0.333664
61262,1016,261,-36,-8,-0.330246
61268,1017,262,-36,-8,-0.334641
61273,1017,263,-36,-8,-0.331711
61278,1017,264,-36,-8,-0.335617
61283,1017,265,-36,-8,-0.332687
61288,1018,265,-36,-8,-0.334641
61293,1018,266,-36,-9,-0.336105
61299,1018,267,-36,-9,-0.33757
61304,1018,267,-36,-10,-0.339035
61309,1019,268,-35,-10,-0.341476
61315,1019,268,-35,-10,-0.340012
61320,1019,268,-35,-10,-0.340012
61325,1019,268,-35,-10,-0.3405
61330,1019,268,-35,-10,-0.341476
61335,1019,268,-35,-10,-0.342453
61340,1020,268,-35,-10,-0.343933
61345,1020,268,-35,-10,-0.347351
61350,1020,268,-35,-10,-0.350281
61355,1020,268,-35,-10,-0.351257
61360,1021,268,-35,-10,-0.352234
61366,1021,268,-35,-10,-0.35321
61370,1021,268,-35,-10,-0.353699
61375,1022,267,-35,-10,-0.355164
61380,1022,267,-35,-10,-0.355652
61385,1022,267,-35,-10,-0.357117
61390,1022,266,-35,-10,-0.359558
61394,1023,266,-35,-10,-0.361511
61400,1023,265,-35,-10,-0.360535
61405,1023,264,-35,-10,-0.361023
61410,1023,264,-35,-10,-0.362976
61415,1023,263,-35,-10,-0.362976
61420,1024,263,-35,-10,-0.361511
61425,1024,262,-35,-10,-0.361023
61430,1024,261,-35,-10,-0.361023
61435,1024,261,-35,-10,-0.360535
61439,1024,260,-35,-10,-0.35907
61444,1025,260,-35,-9,-0.356628
61451,1025,259,-35,-9,-0.357117
61455,1025,259,-35,-9,-0.358582
61460,1025,259,-35,-9,-0.360046
61465,1026,258,-35,-9,-0.360046
61470,1026,258,-35,-9,-0.362
61474,1026,257,-35,-9,-0.360535
61480,1026,256,-36,-8,-0.357605
61486,1027,256,-36,-8,-0.355164
61491,1027,256,-37,-8,-0.353699
61496,1027,255,-37,-8,-0.351746
61501,1027,255,-37,-8,-0.349304
61506,1027,255,-37,-8,-0.346863
61510,1027,254,-37,-8,-0.345398
61516,1027,254,-37,-8,-0.343933
61520,1027,254,-37,-8,-0.34343
61525,1028,254,-37,-7,-0.343933
61530,1028,254,-37,-7,-0.34343
61535,1028,254,-37,-7,-0.34343
61539,1028,254,-37,-7,-0.342941
61544,1028,254,-37,-7,-0.34343
61550,1028,253,-37,-7,-0.34491
61554,1028,253,-37,-7,-0.342941
61559,1028,252,-37,-7,-0.340988
61564,1028,252,-37,-7,-0.338547
61569,1029,252,-37,-7,-0.336594
61573,1029,252,-37,-7,-0.334152
61579,1029,252,-37,-7,-0.331711
61584,1029,252,-37,-7,-0.330246
61589,1029,252,-37,-7,-0.332199
61595,1030,252,-37,-7,-0.337082
61599,1030,252,-37,-7,-0.334641
61605,1030,252,-37,-7,-0.330734
61609,1030,252,-37,-7,-0.331223
61615,1030,252,-37,-7,-0.330734
61619,1031,252,-37,-7,-0.331223
61624,1031,252,-37,-7,-0.331711
61629,1031,252,-37,-7,-0.329758
61634,1031,252,-37,-7,-0.328293
61639,1032,252,-37,-7,-0.327316
61645,1032,252,-37,-7,-0.330246
61651,1032,253,-37,-7,-0.331223
61656,1032,253,-37,-7,-0.331711
61662,1033,253,-37,-7,-0.331711
61667,1033,254,-37,-7,-0.334641
61672,1034,254,-37,-7,-0.340988
61676,1034,255,-37,-7,-0.338547
61682,1034,255,-37,-7,-0.335129
61688,1035,256,-37,-7,-0.33757
61692,1035,257,-37,-7,-0.3405
61698,1035,257,-38,-7,-0.338058
61702,1036,257,-38,-7,-0.336594
61707,1036,258,-39,-7,-0.33757
61713,1036,258,-39,-7,-0.345398
61713,1037,259,-39,-7,-0.346375
61718,1037,259,-39,-7,-0.346863
61724,1037,260,-39,-7,-0.351257
61730,1038,261,-39,-8,-0.350769
61734,1038,261,-39,-8,-0.35321
61739,1038,262,-39,-9,-0.353699
61745,1038,262,-39,-9,-0.354187
61751,1038,263,-39,-9,-0.355652
61756,1038,264,-39,-9,-0.357605
61761,1038,264,-38,-9,-0.361023
61766,1038,265,-38,-9,-0.360535
61770,1037,265,-38,-9,-0.362
61775,1037,266,-38,-9,-0.368347
