time,x,y,x_tilt,y_tilt,pressure
23688,769,705,-35,2,-0.46312
23693,768,705,-35,2,-0.466049
23699,767,705,-35,2,-0.465561
23704,766,705,-35,2,-0.466537
23709,765,705,-35,3,-0.466537
23716,764,705,-35,3,-0.468994
23716,764,706,-35,4,-0.470947
23721,763,706,-35,4,-0.473389
23726,762,706,-35,4,-0.47876
23732,762,706,-35,4,-0.481689
23738,761,705,-36,4,-0.485596
23743,760,705,-36,4,-0.49292
23749,760,706,-37,4,0.498764
23755,759,706,-37,4,0.490952
23760,759,706,-37,4,0.485092
23766,759,706,-37,4,0.476791
23766,759,706,-37,4,0.467499
23771,759,706,-37,4,0.45578
23777,759,706,-37,4,0.44162
23782,759,706,-37,4,0.424515
23787,759,706,-37,4,0.407913
23792,759,706,-37,4,0.395691
23797,759,706,-37,4,0.38446
23802,759,706,-37,4,0.37468
23808,760,706,-37,4,0.365891
23813,761,705,-38,4,0.358078
23819,763,705,-39,4,0.349777
23824,764,704,-40,4,0.341461
23829,765,704,-40,4,0.334625
23835,766,703,-40,4,0.327789
23840,768,703,-38,3,0.321442
23845,770,703,-36,3,0.314606
23850,772,703,-32,3,0.309219
23855,775,702,-29,2,0.303848
23860,778,702,-25,2,0.298965
23864,781,703,-20,1,0.293594
23870,785,703,-16,1,0.288223
23875,789,703,-12,0,0.28334
23880,792,704,-8,0,0.278442
23885,796,704,-6,0,0.27356
23890,800,705,-4,0,0.269165
23895,804,705,-2,0,0.265259
23900,809,706,-1,0,0.260864
23905,814,707,-1,0,0
24004,930,721,-1,3,0.196381
24009,936,722,0,3,0.193451
24015,941,722,0,3,0.190521
24019,946,722,0,3,0.187592
24024,951,723,0,3,0.185135
24030,955,723,0,3,0.182205
24034,959,723,0,3,0.179764
24039,961,723,0,3,0.176834
24044,964,722,0,3,0.173416
24049,965,722,0,3,0.170486
24054,967,721,0,3,0.167557
24058,968,720,0,3,0.164627
24064,968,719,0,2,0.162186
24069,969,717,0,2,0.159744
24073,971,716,-1,2,0.157791
24079,972,716,-1,2,0.155823
24085,973,715,-2,2,0.15387
24089,975,714,-3,2,0.151428
24095,976,713,-3,2,0.148987
24101,977,712,-4,2,0.147034
24105,978,712,-4,1,0.145081
24110,979,711,-4,1,0.142639
24116,980,710,-4,1,0.141174
24120,981,709,-4,1,0.139709
24125,981,708,-3,1,0.148987
24131,982,707,-3,0,0.146057
24135,982,706,-3,0,0.143127
24140,982,705,-3,0,0.140686
24146,982,703,-3,0,0.138733
24151,981,702,-3,0,0.135315
24156,981,701,-3,0,0.133362
24162,981,699,-3,0,0.130432
24167,980,698,-3,0,0.128479
24172,980,697,-3,-1,0.137756
24178,980,696,-3,-1,0.133362
24178,980,694,-4,-2,0.129944
24183,981,692,-5,-2,0.127991
24189,981,691,-6,-2,0.125549
24195,982,689,-7,-2,0.123093
24200,983,687,-9,-2,0.120651
24205,985,685,-10,-2,0.118698
24209,986,683,-12,-2,0.116745
24215,988,681,-13,-2,0.11528
24220,990,680,-14,-2,0.112839
24224,992,678,-15,-2,0.111374
24230,994,677,-15,-1,0.109909
24235,997,676,-15,-1,0.108444
24239,1000,675,-15,-1,0.106979
24245,1004,674,-14,0,0.105515
24249,1007,674,-13,0,0.10405
24254,1010,673,-12,0,0.103073
24259,1013,673,-10,0,0.10112
24264,1016,673,-9,0,0.0991669
24269,1018,673,-7,0,0.097702
24274,1021,672,-6,0,0.0962372
24280,1023,672,-4,0,0.0952606
24284,1025,672,-3,0,0.0937958
24289,1027,672,-3,0,0.0923157
24295,1029,672,-3,0,0.0903625
24300,1030,672,-3,0,0.0888977
24305,1032,671,-4,0,0.0879211
